booking_id,customer_id,booking_date,booking_status,total_price,payment_id
6221,6221,2025-01-17,COMPLETED,238.9,6221
6222,6222,2025-01-18,PAID,239.8,6222
6223,6223,2025-01-19,CONFIRMED,240.7,6223
6224,6224,2025-01-20,COMPLETED,241.6,6224
6225,6225,2025-01-21,PAID,242.5,6225
6226,6226,2025-01-22,CONFIRMED,243.4,6226
6227,6227,2025-01-23,COMPLETED,244.3,6227
6228,6228,2025-01-24,PAID,245.2,6228
6229,6229,2025-01-25,CONFIRMED,246.1,6229
6230,6230,2025-01-26,COMPLETED,247.0,6230
6231,6231,2025-01-27,PAID,247.9,6231
6232,6232,2025-01-28,CONFIRMED,248.8,6232
6233,6233,2025-01-29,COMPLETED,249.7,6233
6234,6234,2025-01-30,PAID,250.6,6234
6235,6235,2025-01-31,CONFIRMED,251.5,6235
6236,6236,2025-02-01,COMPLETED,252.4,6236
6237,6237,2025-02-02,PAID,253.3,6237
6238,6238,2025-02-03,CONFIRMED,254.2,6238
6239,6239,2025-02-04,COMPLETED,255.1,6239
6240,6240,2025-02-05,PAID,256.0,6240
6241,6241,2025-02-06,CONFIRMED,256.9,6241
6242,6242,2025-02-07,COMPLETED,257.8,6242
6243,6243,2025-02-08,PAID,258.7,6243
6244,6244,2025-02-09,CONFIRMED,259.6,6244
6245,6245,2025-02-10,COMPLETED,260.5,6245
6246,6246,2025-02-11,PAID,261.4,6246
6247,6247,2025-02-12,CONFIRMED,262.3,6247
6248,6248,2025-02-13,COMPLETED,263.2,6248
6249,6249,2025-02-14,PAID,264.1,6249
6250,6250,2025-02-15,CONFIRMED,265.0,6250
6251,6251,2025-02-16,COMPLETED,265.9,6251
6252,6252,2025-02-17,PAID,266.8,6252
6253,6253,2025-02-18,CONFIRMED,267.7,6253
6254,6254,2025-02-19,COMPLETED,268.6,6254
6255,6255,2025-02-20,PAID,269.5,6255
6256,6256,2025-02-21,CONFIRMED,270.4,6256
6257,6257,2025-02-22,COMPLETED,271.3,6257
6258,6258,2025-02-23,PAID,272.2,6258
6259,6259,2025-02-24,CONFIRMED,273.1,6259
6260,6260,2025-02-25,COMPLETED,274.0,6260
6261,6261,2025-02-26,PAID,274.9,6261
6262,6262,2025-02-27,CONFIRMED,275.8,6262
6263,6263,2025-02-28,COMPLETED,276.7,6263
6264,6264,2025-03-01,PAID,277.6,6264
6265,6265,2025-03-02,CONFIRMED,278.5,6265
6266,6266,2025-03-03,COMPLETED,279.4,6266
6267,6267,2025-03-04,PAID,280.3,6267
6268,6268,2025-03-05,CONFIRMED,281.2,6268
6269,6269,2025-03-06,COMPLETED,282.1,6269
6270,6270,2025-03-07,PAID,283.0,6270
6271,6271,2025-03-08,CONFIRMED,283.9,6271
6272,6272,2025-03-09,COMPLETED,284.8,6272
6273,6273,2025-03-10,PAID,285.7,6273
6274,6274,2025-03-11,CONFIRMED,286.6,6274
6275,6275,2025-03-12,COMPLETED,287.5,6275
6276,6276,2025-03-13,PAID,288.4,6276
6277,6277,2025-03-14,CONFIRMED,289.3,6277
6278,6278,2025-03-15,COMPLETED,290.2,6278
6279,6279,2025-03-16,PAID,291.1,6279
6280,6280,2025-03-17,CONFIRMED,292.0,6280
6281,6281,2025-03-18,COMPLETED,292.9,6281
6282,6282,2025-03-19,PAID,293.8,6282
6283,6283,2025-03-20,CONFIRMED,294.7,6283
6284,6284,2025-03-21,COMPLETED,295.6,6284
6285,6285,2025-03-22,PAID,296.5,6285
6286,6286,2025-03-23,CONFIRMED,297.4,6286
6287,6287,2025-03-24,COMPLETED,298.3,6287
6288,6288,2025-03-25,PAID,299.2,6288
6289,6289,2025-03-26,CONFIRMED,300.1,6289
6290,6290,2025-03-27,COMPLETED,301.0,6290
6291,6291,2025-03-28,PAID,301.9,6291
6292,6292,2025-03-29,CONFIRMED,302.8,6292
6293,6293,2025-03-30,COMPLETED,303.7,6293
6294,6294,2025-03-31,PAID,304.6,6294
6295,6295,2025-04-01,CONFIRMED,305.5,6295
6296,6296,2025-04-02,COMPLETED,306.4,6296
6297,6297,2025-04-03,PAID,307.3,6297
6298,6298,2025-04-04,CONFIRMED,308.2,6298
6299,6299,2025-04-05,COMPLETED,309.1,6299
6300,6300,2025-04-06,PAID,310.0,6300
6301,6301,2025-04-07,CONFIRMED,310.9,6301
6302,6302,2025-04-08,COMPLETED,311.8,6302
6303,6303,2025-04-09,PAID,312.7,6303
6304,6304,2025-04-10,CONFIRMED,313.6,6304
6305,6305,2025-04-11,COMPLETED,314.5,6305
6306,6306,2025-04-12,PAID,315.4,6306
6307,6307,2025-04-13,CONFIRMED,316.3,6307
6308,6308,2025-04-14,COMPLETED,317.2,6308
6309,6309,2025-04-15,PAID,318.1,6309
6310,6310,2025-04-16,CONFIRMED,319.0,6310
6311,6311,2025-04-17,COMPLETED,319.9,6311
6312,6312,2025-04-18,PAID,320.8,6312
6313,6313,2025-04-19,CONFIRMED,321.7,6313
6314,6314,2025-04-20,COMPLETED,322.6,6314
6315,6315,2025-04-21,PAID,323.5,6315
6316,6316,2025-04-22,CONFIRMED,324.4,6316
6317,6317,2025-04-23,COMPLETED,325.3,6317
6318,6318,2025-04-24,PAID,326.2,6318
6319,6319,2025-04-25,CONFIRMED,327.1,6319
6320,6320,2025-04-26,COMPLETED,328.0,6320
6321,6321,2025-04-27,PAID,328.9,6321
6322,6322,2025-04-28,CONFIRMED,329.8,6322
6323,6323,2025-04-29,COMPLETED,330.7,6323
6324,6324,2025-04-30,PAID,331.6,6324
6325,6325,2025-05-01,CONFIRMED,332.5,6325
6326,6326,2025-05-02,COMPLETED,333.4,6326
6327,6327,2025-05-03,PAID,334.3,6327
6328,6328,2025-05-04,CONFIRMED,335.2,6328
6329,6329,2025-05-05,COMPLETED,336.1,6329
6330,6330,2025-05-06,PAID,337.0,6330
6331,6331,2025-05-07,CONFIRMED,337.9,6331
6332,6332,2025-05-08,COMPLETED,338.8,6332
6333,6333,2025-05-09,PAID,339.7,6333
6334,6334,2025-05-10,CONFIRMED,340.6,6334
6335,6335,2025-05-11,COMPLETED,341.5,6335
6336,6336,2025-05-12,PAID,342.4,6336
6337,6337,2025-05-13,CONFIRMED,343.3,6337
6338,6338,2025-05-14,COMPLETED,344.2,6338
6339,6339,2025-05-15,PAID,345.1,6339
6340,6340,2025-05-16,CONFIRMED,346.0,6340
6341,6341,2025-05-17,COMPLETED,346.9,6341
6342,6342,2025-05-18,PAID,347.8,6342
6343,6343,2025-05-19,CONFIRMED,348.7,6343
6344,6344,2025-05-20,COMPLETED,349.6,6344
6345,6345,2025-05-21,PAID,350.5,6345
6346,6346,2025-05-22,CONFIRMED,351.4,6346
6347,6347,2025-05-23,COMPLETED,352.3,6347
6348,6348,2025-05-24,PAID,353.2,6348
6349,6349,2025-05-25,CONFIRMED,354.1,6349
6350,6350,2025-05-26,COMPLETED,355.0,6350
6351,6351,2025-05-27,PAID,355.9,6351
6352,6352,2025-05-28,CONFIRMED,356.8,6352
6353,6353,2025-05-29,COMPLETED,357.7,6353
6354,6354,2025-05-30,PAID,358.6,6354
6355,6355,2025-05-31,CONFIRMED,359.5,6355
6356,6356,2025-06-01,COMPLETED,360.4,6356
6357,6357,2025-06-02,PAID,361.3,6357
6358,6358,2025-06-03,CONFIRMED,362.2,6358
6359,6359,2025-06-04,COMPLETED,363.1,6359
6360,6360,2025-06-05,PAID,364.0,6360
6361,6361,2025-06-06,CONFIRMED,364.9,6361
6362,6362,2025-06-07,COMPLETED,365.8,6362
6363,6363,2025-06-08,PAID,366.7,6363
6364,6364,2025-06-09,CONFIRMED,367.6,6364
6365,6365,2025-06-10,COMPLETED,368.5,6365
6366,6366,2025-06-11,PAID,369.4,6366
6367,6367,2025-06-12,CONFIRMED,370.3,6367
6368,6368,2025-06-13,COMPLETED,371.2,6368
6369,6369,2025-06-14,PAID,372.1,6369
6370,6370,2025-06-15,CONFIRMED,373.0,6370
6371,6371,2025-06-16,COMPLETED,373.9,6371
6372,6372,2025-06-17,PAID,374.8,6372
6373,6373,2025-06-18,CONFIRMED,375.7,6373
6374,6374,2025-06-19,COMPLETED,376.6,6374
6375,6375,2025-06-20,PAID,377.5,6375
6376,6376,2025-06-21,CONFIRMED,378.4,6376
6377,6377,2025-06-22,COMPLETED,379.3,6377
6378,6378,2025-06-23,PAID,380.2,6378
6379,6379,2025-06-24,CONFIRMED,381.1,6379
6380,6380,2025-06-25,COMPLETED,382.0,6380
6381,6381,2025-06-26,PAID,382.9,6381
6382,6382,2025-06-27,CONFIRMED,383.8,6382
6383,6383,2025-06-28,COMPLETED,384.7,6383
6384,6384,2025-06-29,PAID,385.6,6384
6385,6385,2025-06-30,CONFIRMED,386.5,6385
6386,6386,2025-07-01,COMPLETED,387.4,6386
6387,6387,2025-07-02,PAID,388.3,6387
6388,6388,2025-07-03,CONFIRMED,389.2,6388
6389,6389,2025-07-04,COMPLETED,390.1,6389
6390,6390,2025-07-05,PAID,391.0,6390
6391,6391,2025-07-06,CONFIRMED,391.9,6391
6392,6392,2025-07-07,COMPLETED,392.8,6392
6393,6393,2025-07-08,PAID,393.7,6393
6394,6394,2025-07-09,CONFIRMED,394.6,6394
6395,6395,2025-07-10,COMPLETED,395.5,6395
6396,6396,2025-07-11,PAID,396.4,6396
6397,6397,2025-07-12,CONFIRMED,397.3,6397
6398,6398,2025-07-13,COMPLETED,398.2,6398
6399,6399,2025-07-14,PAID,399.1,6399
6400,6400,2025-07-15,CONFIRMED,40.0,6400
6401,6401,2025-07-16,COMPLETED,40.9,6401
6402,6402,2025-07-17,PAID,41.8,6402
6403,6403,2025-07-18,CONFIRMED,42.7,6403
6404,6404,2025-07-19,COMPLETED,43.6,6404
6405,6405,2025-07-20,PAID,44.5,6405
6406,6406,2025-07-21,CONFIRMED,45.4,6406
6407,6407,2025-07-22,COMPLETED,46.3,6407
6408,6408,2025-07-23,PAID,47.2,6408
6409,6409,2025-07-24,CONFIRMED,48.1,6409
6410,6410,2025-07-25,COMPLETED,49.0,6410
6411,6411,2025-07-26,PAID,49.9,6411
6412,6412,2025-07-27,CONFIRMED,50.8,6412
6413,6413,2025-07-28,COMPLETED,51.7,6413
6414,6414,2025-07-29,PAID,52.6,6414
6415,6415,2025-07-30,CONFIRMED,53.5,6415
6416,6416,2025-07-31,COMPLETED,54.4,6416
6417,6417,2025-08-01,PAID,55.3,6417
6418,6418,2025-08-02,CONFIRMED,56.2,6418
6419,6419,2025-08-03,COMPLETED,57.1,6419
6420,6420,2025-08-04,PAID,58.0,6420
6421,6421,2025-08-05,CONFIRMED,58.9,6421
6422,6422,2025-08-06,COMPLETED,59.8,6422
6423,6423,2025-08-07,PAID,60.7,6423
6424,6424,2025-08-08,CONFIRMED,61.6,6424
6425,6425,2025-08-09,COMPLETED,62.5,6425
6426,6426,2025-08-10,PAID,63.4,6426
6427,6427,2025-08-11,CONFIRMED,64.3,6427
6428,6428,2025-08-12,COMPLETED,65.2,6428
6429,6429,2025-08-13,PAID,66.1,6429
6430,6430,2025-08-14,CONFIRMED,67.0,6430
6431,6431,2025-08-15,COMPLETED,67.9,6431
6432,6432,2025-08-16,PAID,68.8,6432
6433,6433,2025-08-17,CONFIRMED,69.7,6433
6434,6434,2025-08-18,COMPLETED,70.6,6434
6435,6435,2025-08-19,PAID,71.5,6435
6436,6436,2025-08-20,CONFIRMED,72.4,6436
6437,6437,2025-08-21,COMPLETED,73.3,6437
6438,6438,2025-08-22,PAID,74.2,6438
6439,6439,2025-08-23,CONFIRMED,75.1,6439
6440,6440,2025-08-24,COMPLETED,76.0,6440
6441,6441,2025-08-25,PAID,76.9,6441
6442,6442,2025-08-26,CONFIRMED,77.8,6442
6443,6443,2025-08-27,COMPLETED,78.7,6443
6444,6444,2025-08-28,PAID,79.6,6444
6445,6445,2025-08-29,CONFIRMED,80.5,6445
6446,6446,2025-08-30,COMPLETED,81.4,6446
6447,6447,2025-08-31,PAID,82.3,6447
6448,6448,2025-09-01,CONFIRMED,83.2,6448
6449,6449,2025-09-02,COMPLETED,84.1,6449
6450,6450,2025-09-03,PAID,85.0,6450
6451,6451,2025-09-04,CONFIRMED,85.9,6451
6452,6452,2025-09-05,COMPLETED,86.8,6452
6453,6453,2025-09-06,PAID,87.7,6453
6454,6454,2025-09-07,CONFIRMED,88.6,6454
6455,6455,2025-09-08,COMPLETED,89.5,6455
6456,6456,2025-09-09,PAID,90.4,6456
6457,6457,2025-09-10,CONFIRMED,91.3,6457
6458,6458,2025-09-11,COMPLETED,92.2,6458
6459,6459,2025-09-12,PAID,93.1,6459
6460,6460,2025-09-13,CONFIRMED,94.0,6460
6461,6461,2025-09-14,COMPLETED,94.9,6461
6462,6462,2025-09-15,PAID,95.8,6462
6463,6463,2025-09-16,CONFIRMED,96.7,6463
6464,6464,2025-09-17,COMPLETED,97.6,6464
6465,6465,2025-09-18,PAID,98.5,6465
6466,6466,2025-09-19,CONFIRMED,99.4,6466
6467,6467,2025-09-20,COMPLETED,100.3,6467
6468,6468,2025-09-21,PAID,101.2,6468
6469,6469,2025-09-22,CONFIRMED,102.1,6469
6470,6470,2025-09-23,COMPLETED,103.0,6470
6471,6471,2025-09-24,PAID,103.9,6471
6472,6472,2025-09-25,CONFIRMED,104.8,6472
6473,6473,2025-09-26,COMPLETED,105.7,6473
6474,6474,2025-09-27,PAID,106.6,6474
6475,6475,2025-09-28,CONFIRMED,107.5,6475
6476,6476,2025-09-29,COMPLETED,108.4,6476
6477,6477,2025-09-30,PAID,109.3,6477
6478,6478,2025-10-01,CONFIRMED,110.2,6478
6479,6479,2025-10-02,COMPLETED,111.1,6479
6480,6480,2025-10-03,PAID,112.0,6480
6481,6481,2025-10-04,CONFIRMED,112.9,6481
6482,6482,2025-10-05,COMPLETED,113.8,6482
6483,6483,2025-10-06,PAID,114.7,6483
6484,6484,2025-10-07,CONFIRMED,115.6,6484
6485,6485,2025-10-08,COMPLETED,116.5,6485
6486,6486,2025-10-09,PAID,117.4,6486
6487,6487,2025-10-10,CONFIRMED,118.3,6487
6488,6488,2025-10-11,COMPLETED,119.2,6488
6489,6489,2025-10-12,PAID,120.1,6489
6490,6490,2025-10-13,CONFIRMED,121.0,6490
6491,6491,2025-10-14,COMPLETED,121.9,6491
6492,6492,2025-10-15,PAID,122.8,6492
6493,6493,2025-10-16,CONFIRMED,123.7,6493
6494,6494,2025-10-17,COMPLETED,124.6,6494
6495,6495,2025-10-18,PAID,125.5,6495
6496,6496,2025-10-19,CONFIRMED,126.4,6496
6497,6497,2025-10-20,COMPLETED,127.3,6497
6498,6498,2025-10-21,PAID,128.2,6498
6499,6499,2025-10-22,CONFIRMED,129.1,6499
6500,6500,2025-10-23,COMPLETED,130.0,6500
6501,6501,2025-10-24,PAID,130.9,6501
6502,6502,2025-10-25,CONFIRMED,131.8,6502
6503,6503,2025-10-26,COMPLETED,132.7,6503
6504,6504,2025-10-27,PAID,133.6,6504
6505,6505,2025-10-28,CONFIRMED,134.5,6505
6506,6506,2025-10-29,COMPLETED,135.4,6506
6507,6507,2025-10-30,PAID,136.3,6507
6508,6508,2025-10-31,CONFIRMED,137.2,6508
6509,6509,2025-11-01,COMPLETED,138.1,6509
6510,6510,2025-11-02,PAID,139.0,6510
6511,6511,2025-11-03,CONFIRMED,139.9,6511
6512,6512,2025-11-04,COMPLETED,140.8,6512
6513,6513,2025-11-05,PAID,141.7,6513
6514,6514,2025-11-06,CONFIRMED,142.6,6514
6515,6515,2025-11-07,COMPLETED,143.5,6515
6516,6516,2025-11-08,PAID,144.4,6516
6517,6517,2025-11-09,CONFIRMED,145.3,6517
6518,6518,2025-11-10,COMPLETED,146.2,6518
6519,6519,2025-11-11,PAID,147.1,6519
6520,6520,2025-11-12,CONFIRMED,148.0,6520
6521,6521,2025-11-13,COMPLETED,148.9,6521
6522,6522,2025-11-14,PAID,149.8,6522
6523,6523,2025-11-15,CONFIRMED,150.7,6523
6524,6524,2025-11-16,COMPLETED,151.6,6524
6525,6525,2025-11-17,PAID,152.5,6525
6526,6526,2025-11-18,CONFIRMED,153.4,6526
6527,6527,2025-11-19,COMPLETED,154.3,6527
6528,6528,2025-11-20,PAID,155.2,6528
6529,6529,2025-11-21,CONFIRMED,156.1,6529
6530,6530,2025-11-22,COMPLETED,157.0,6530
6531,6531,2025-11-23,PAID,157.9,6531
6532,6532,2025-11-24,CONFIRMED,158.8,6532
6533,6533,2025-11-25,COMPLETED,159.7,6533
6534,6534,2025-11-26,PAID,160.6,6534
6535,6535,2025-11-27,CONFIRMED,161.5,6535
6536,6536,2025-11-28,COMPLETED,162.4,6536
6537,6537,2025-11-29,PAID,163.3,6537
6538,6538,2025-11-30,CONFIRMED,164.2,6538
6539,6539,2025-12-01,COMPLETED,165.1,6539
6540,6540,2025-12-02,PAID,166.0,6540
6541,6541,2025-12-03,CONFIRMED,166.9,6541
6542,6542,2025-12-04,COMPLETED,167.8,6542
6543,6543,2025-12-05,PAID,168.7,6543
6544,6544,2025-12-06,CONFIRMED,169.6,6544
6545,6545,2025-12-07,COMPLETED,170.5,6545
6546,6546,2025-12-08,PAID,171.4,6546
6547,6547,2025-12-09,CONFIRMED,172.3,6547
6548,6548,2025-12-10,COMPLETED,173.2,6548
6549,6549,2025-12-11,PAID,174.1,6549
6550,6550,2025-12-12,CONFIRMED,175.0,6550
6551,6551,2025-12-13,COMPLETED,175.9,6551
6552,6552,2025-12-14,PAID,176.8,6552
6553,6553,2025-12-15,CONFIRMED,177.7,6553
6554,6554,2025-12-16,COMPLETED,178.6,6554
6555,6555,2025-12-17,PAID,179.5,6555
6556,6556,2025-12-18,CONFIRMED,180.4,6556
6557,6557,2025-12-19,COMPLETED,181.3,6557
6558,6558,2025-12-20,PAID,182.2,6558
6559,6559,2025-12-21,CONFIRMED,183.1,6559
6560,6560,2025-12-22,COMPLETED,184.0,6560
6561,6561,2025-12-23,PAID,184.9,6561
6562,6562,2025-12-24,CONFIRMED,185.8,6562
6563,6563,2025-12-25,COMPLETED,186.7,6563
6564,6564,2025-12-26,PAID,187.6,6564
6565,6565,2025-12-27,CONFIRMED,188.5,6565
6566,6566,2025-12-28,COMPLETED,189.4,6566
6567,6567,2025-12-29,PAID,190.3,6567
6568,6568,2025-12-30,CONFIRMED,191.2,6568
6569,6569,2025-12-31,COMPLETED,192.1,6569
6570,6570,2025-01-01,PAID,193.0,6570
6571,6571,2025-01-02,CONFIRMED,193.9,6571
6572,6572,2025-01-03,COMPLETED,194.8,6572
6573,6573,2025-01-04,PAID,195.7,6573
6574,6574,2025-01-05,CONFIRMED,196.6,6574
6575,6575,2025-01-06,COMPLETED,197.5,6575
6576,6576,2025-01-07,PAID,198.4,6576
6577,6577,2025-01-08,CONFIRMED,199.3,6577
6578,6578,2025-01-09,COMPLETED,200.2,6578
6579,6579,2025-01-10,PAID,201.1,6579
6580,6580,2025-01-11,CONFIRMED,202.0,6580
6581,6581,2025-01-12,COMPLETED,202.9,6581
6582,6582,2025-01-13,PAID,203.8,6582
6583,6583,2025-01-14,CONFIRMED,204.7,6583
6584,6584,2025-01-15,COMPLETED,205.6,6584
6585,6585,2025-01-16,PAID,206.5,6585
6586,6586,2025-01-17,CONFIRMED,207.4,6586
6587,6587,2025-01-18,COMPLETED,208.3,6587
6588,6588,2025-01-19,PAID,209.2,6588
6589,6589,2025-01-20,CONFIRMED,210.1,6589
6590,6590,2025-01-21,COMPLETED,211.0,6590
6591,6591,2025-01-22,PAID,211.9,6591
6592,6592,2025-01-23,CONFIRMED,212.8,6592
6593,6593,2025-01-24,COMPLETED,213.7,6593
6594,6594,2025-01-25,PAID,214.6,6594
6595,6595,2025-01-26,CONFIRMED,215.5,6595
6596,6596,2025-01-27,COMPLETED,216.4,6596
6597,6597,2025-01-28,PAID,217.3,6597
6598,6598,2025-01-29,CONFIRMED,218.2,6598
6599,6599,2025-01-30,COMPLETED,219.1,6599
6600,6600,2025-01-31,PAID,220.0,6600
6601,6601,2025-02-01,CONFIRMED,220.9,6601
6602,6602,2025-02-02,COMPLETED,221.8,6602
6603,6603,2025-02-03,PAID,222.7,6603
6604,6604,2025-02-04,CONFIRMED,223.6,6604
6605,6605,2025-02-05,COMPLETED,224.5,6605
6606,6606,2025-02-06,PAID,225.4,6606
6607,6607,2025-02-07,CONFIRMED,226.3,6607
6608,6608,2025-02-08,COMPLETED,227.2,6608
6609,6609,2025-02-09,PAID,228.1,6609
6610,6610,2025-02-10,CONFIRMED,229.0,6610
6611,6611,2025-02-11,COMPLETED,229.9,6611
6612,6612,2025-02-12,PAID,230.8,6612
6613,6613,2025-02-13,CONFIRMED,231.7,6613
6614,6614,2025-02-14,COMPLETED,232.6,6614
6615,6615,2025-02-15,PAID,233.5,6615
6616,6616,2025-02-16,CONFIRMED,234.4,6616
6617,6617,2025-02-17,COMPLETED,235.3,6617
6618,6618,2025-02-18,PAID,236.2,6618
6619,6619,2025-02-19,CONFIRMED,237.1,6619
6620,6620,2025-02-20,COMPLETED,238.0,6620
6621,6621,2025-02-21,PAID,238.9,6621
6622,6622,2025-02-22,CONFIRMED,239.8,6622
6623,6623,2025-02-23,COMPLETED,240.7,6623
6624,6624,2025-02-24,PAID,241.6,6624
6625,6625,2025-02-25,CONFIRMED,242.5,6625
6626,6626,2025-02-26,COMPLETED,243.4,6626
6627,6627,2025-02-27,PAID,244.3,6627
6628,6628,2025-02-28,CONFIRMED,245.2,6628
6629,6629,2025-03-01,COMPLETED,246.1,6629
6630,6630,2025-03-02,PAID,247.0,6630
6631,6631,2025-03-03,CONFIRMED,247.9,6631
6632,6632,2025-03-04,COMPLETED,248.8,6632
6633,6633,2025-03-05,PAID,249.7,6633
6634,6634,2025-03-06,CONFIRMED,250.6,6634
6635,6635,2025-03-07,COMPLETED,251.5,6635
6636,6636,2025-03-08,PAID,252.4,6636
6637,6637,2025-03-09,CONFIRMED,253.3,6637
6638,6638,2025-03-10,COMPLETED,254.2,6638
6639,6639,2025-03-11,PAID,255.1,6639
6640,6640,2025-03-12,CONFIRMED,256.0,6640
6641,6641,2025-03-13,COMPLETED,256.9,6641
6642,6642,2025-03-14,PAID,257.8,6642
6643,6643,2025-03-15,CONFIRMED,258.7,6643
6644,6644,2025-03-16,COMPLETED,259.6,6644
6645,6645,2025-03-17,PAID,260.5,6645
6646,6646,2025-03-18,CONFIRMED,261.4,6646
6647,6647,2025-03-19,COMPLETED,262.3,6647
6648,6648,2025-03-20,PAID,263.2,6648
6649,6649,2025-03-21,CONFIRMED,264.1,6649
6650,6650,2025-03-22,COMPLETED,265.0,6650
6651,6651,2025-03-23,PAID,265.9,6651
6652,6652,2025-03-24,CONFIRMED,266.8,6652
6653,6653,2025-03-25,COMPLETED,267.7,6653
6654,6654,2025-03-26,PAID,268.6,6654
6655,6655,2025-03-27,CONFIRMED,269.5,6655
6656,6656,2025-03-28,COMPLETED,270.4,6656
6657,6657,2025-03-29,PAID,271.3,6657
6658,6658,2025-03-30,CONFIRMED,272.2,6658
6659,6659,2025-03-31,COMPLETED,273.1,6659
6660,6660,2025-04-01,PAID,274.0,6660
6661,6661,2025-04-02,CONFIRMED,274.9,6661
6662,6662,2025-04-03,COMPLETED,275.8,6662
6663,6663,2025-04-04,PAID,276.7,6663
6664,6664,2025-04-05,CONFIRMED,277.6,6664
6665,6665,2025-04-06,COMPLETED,278.5,6665
6666,6666,2025-04-07,PAID,279.4,6666
6667,6667,2025-04-08,CONFIRMED,280.3,6667
6668,6668,2025-04-09,COMPLETED,281.2,6668
6669,6669,2025-04-10,PAID,282.1,6669
6670,6670,2025-04-11,CONFIRMED,283.0,6670
6671,6671,2025-04-12,COMPLETED,283.9,6671
6672,6672,2025-04-13,PAID,284.8,6672
6673,6673,2025-04-14,CONFIRMED,285.7,6673
6674,6674,2025-04-15,COMPLETED,286.6,6674
6675,6675,2025-04-16,PAID,287.5,6675
6676,6676,2025-04-17,CONFIRMED,288.4,6676
6677,6677,2025-04-18,COMPLETED,289.3,6677
6678,6678,2025-04-19,PAID,290.2,6678
6679,6679,2025-04-20,CONFIRMED,291.1,6679
6680,6680,2025-04-21,COMPLETED,292.0,6680
6681,6681,2025-04-22,PAID,292.9,6681
6682,6682,2025-04-23,CONFIRMED,293.8,6682
6683,6683,2025-04-24,COMPLETED,294.7,6683
6684,6684,2025-04-25,PAID,295.6,6684
6685,6685,2025-04-26,CONFIRMED,296.5,6685
6686,6686,2025-04-27,COMPLETED,297.4,6686
6687,6687,2025-04-28,PAID,298.3,6687
6688,6688,2025-04-29,CONFIRMED,299.2,6688
6689,6689,2025-04-30,COMPLETED,300.1,6689
6690,6690,2025-05-01,PAID,301.0,6690
6691,6691,2025-05-02,CONFIRMED,301.9,6691
6692,6692,2025-05-03,COMPLETED,302.8,6692
6693,6693,2025-05-04,PAID,303.7,6693
6694,6694,2025-05-05,CONFIRMED,304.6,6694
6695,6695,2025-05-06,COMPLETED,305.5,6695
6696,6696,2025-05-07,PAID,306.4,6696
6697,6697,2025-05-08,CONFIRMED,307.3,6697
6698,6698,2025-05-09,COMPLETED,308.2,6698
6699,6699,2025-05-10,PAID,309.1,6699
6700,6700,2025-05-11,CONFIRMED,310.0,6700
6701,6701,2025-05-12,COMPLETED,310.9,6701
6702,6702,2025-05-13,PAID,311.8,6702
6703,6703,2025-05-14,CONFIRMED,312.7,6703
6704,6704,2025-05-15,COMPLETED,313.6,6704
6705,6705,2025-05-16,PAID,314.5,6705
6706,6706,2025-05-17,CONFIRMED,315.4,6706
6707,6707,2025-05-18,COMPLETED,316.3,6707
6708,6708,2025-05-19,PAID,317.2,6708
6709,6709,2025-05-20,CONFIRMED,318.1,6709
6710,6710,2025-05-21,COMPLETED,319.0,6710
6711,6711,2025-05-22,PAID,319.9,6711
6712,6712,2025-05-23,CONFIRMED,320.8,6712
6713,6713,2025-05-24,COMPLETED,321.7,6713
6714,6714,2025-05-25,PAID,322.6,6714
6715,6715,2025-05-26,CONFIRMED,323.5,6715
6716,6716,2025-05-27,COMPLETED,324.4,6716
6717,6717,2025-05-28,PAID,325.3,6717
6718,6718,2025-05-29,CONFIRMED,326.2,6718
6719,6719,2025-05-30,COMPLETED,327.1,6719
6720,6720,2025-05-31,PAID,328.0,6720
6721,6721,2025-06-01,CONFIRMED,328.9,6721
6722,6722,2025-06-02,COMPLETED,329.8,6722
6723,6723,2025-06-03,PAID,330.7,6723
6724,6724,2025-06-04,CONFIRMED,331.6,6724
6725,6725,2025-06-05,COMPLETED,332.5,6725
6726,6726,2025-06-06,PAID,333.4,6726
6727,6727,2025-06-07,CONFIRMED,334.3,6727
6728,6728,2025-06-08,COMPLETED,335.2,6728
6729,6729,2025-06-09,PAID,336.1,6729
6730,6730,2025-06-10,CONFIRMED,337.0,6730
6731,6731,2025-06-11,COMPLETED,337.9,6731
6732,6732,2025-06-12,PAID,338.8,6732
6733,6733,2025-06-13,CONFIRMED,339.7,6733
6734,6734,2025-06-14,COMPLETED,340.6,6734
6735,6735,2025-06-15,PAID,341.5,6735
6736,6736,2025-06-16,CONFIRMED,342.4,6736
6737,6737,2025-06-17,COMPLETED,343.3,6737
6738,6738,2025-06-18,PAID,344.2,6738
6739,6739,2025-06-19,CONFIRMED,345.1,6739
6740,6740,2025-06-20,COMPLETED,346.0,6740
6741,6741,2025-06-21,PAID,346.9,6741
6742,6742,2025-06-22,CONFIRMED,347.8,6742
6743,6743,2025-06-23,COMPLETED,348.7,6743
6744,6744,2025-06-24,PAID,349.6,6744
6745,6745,2025-06-25,CONFIRMED,350.5,6745
6746,6746,2025-06-26,COMPLETED,351.4,6746
6747,6747,2025-06-27,PAID,352.3,6747
6748,6748,2025-06-28,CONFIRMED,353.2,6748
6749,6749,2025-06-29,COMPLETED,354.1,6749
6750,6750,2025-06-30,PAID,355.0,6750
