attraction_id,name,location,description,opening_hours,category,price
1481,Attr1481,City81,Attraction number 1481 in category Nature,13:00:00,Nature,240.75
1482,Attr1482,City82,Attraction number 1482 in category Food,08:00:00,Food,241.5
1483,Attr1483,City83,Attraction number 1483 in category Tour,09:00:00,Tour,242.25
1484,Attr1484,City84,Attraction number 1484 in category Water,10:00:00,Water,243.0
1485,Attr1485,City85,Attraction number 1485 in category History,11:00:00,History,243.75
1486,Attr1486,City86,Attraction number 1486 in category Culture,12:00:00,Culture,244.5
1487,Attr1487,City87,Attraction number 1487 in category Adventure,13:00:00,Adventure,245.25
1488,Attr1488,City88,Attraction number 1488 in category Museum,08:00:00,Museum,246.0
1489,Attr1489,City89,Attraction number 1489 in category Nature,09:00:00,Nature,246.75
1490,Attr1490,City90,Attraction number 1490 in category Food,10:00:00,Food,247.5
1491,Attr1491,City91,Attraction number 1491 in category Tour,11:00:00,Tour,248.25
1492,Attr1492,City92,Attraction number 1492 in category Water,12:00:00,Water,249.0
1493,Attr1493,City93,Attraction number 1493 in category History,13:00:00,History,249.75
1494,Attr1494,City94,Attraction number 1494 in category Culture,08:00:00,Culture,250.5
1495,Attr1495,City95,Attraction number 1495 in category Adventure,09:00:00,Adventure,251.25
1496,Attr1496,City96,Attraction number 1496 in category Museum,10:00:00,Museum,252.0
1497,Attr1497,City97,Attraction number 1497 in category Nature,11:00:00,Nature,252.75
1498,Attr1498,City98,Attraction number 1498 in category Food,12:00:00,Food,253.5
1499,Attr1499,City99,Attraction number 1499 in category Tour,13:00:00,Tour,254.25
1500,Attr1500,City100,Attraction number 1500 in category Water,08:00:00,Water,30.0
1501,Attr1501,City101,Attraction number 1501 in category History,09:00:00,History,30.75
1502,Attr1502,City102,Attraction number 1502 in category Culture,10:00:00,Culture,31.5
1503,Attr1503,City103,Attraction number 1503 in category Adventure,11:00:00,Adventure,32.25
1504,Attr1504,City104,Attraction number 1504 in category Museum,12:00:00,Museum,33.0
1505,Attr1505,City105,Attraction number 1505 in category Nature,13:00:00,Nature,33.75
1506,Attr1506,City106,Attraction number 1506 in category Food,08:00:00,Food,34.5
1507,Attr1507,City107,Attraction number 1507 in category Tour,09:00:00,Tour,35.25
1508,Attr1508,City108,Attraction number 1508 in category Water,10:00:00,Water,36.0
1509,Attr1509,City109,Attraction number 1509 in category History,11:00:00,History,36.75
1510,Attr1510,City110,Attraction number 1510 in category Culture,12:00:00,Culture,37.5
1511,Attr1511,City111,Attraction number 1511 in category Adventure,13:00:00,Adventure,38.25
1512,Attr1512,City112,Attraction number 1512 in category Museum,08:00:00,Museum,39.0
1513,Attr1513,City113,Attraction number 1513 in category Nature,09:00:00,Nature,39.75
1514,Attr1514,City114,Attraction number 1514 in category Food,10:00:00,Food,40.5
1515,Attr1515,City115,Attraction number 1515 in category Tour,11:00:00,Tour,41.25
1516,Attr1516,City116,Attraction number 1516 in category Water,12:00:00,Water,42.0
1517,Attr1517,City117,Attraction number 1517 in category History,13:00:00,History,42.75
1518,Attr1518,City118,Attraction number 1518 in category Culture,08:00:00,Culture,43.5
1519,Attr1519,City119,Attraction number 1519 in category Adventure,09:00:00,Adventure,44.25
1520,Attr1520,City120,Attraction number 1520 in category Museum,10:00:00,Museum,45.0
1521,Attr1521,City121,Attraction number 1521 in category Nature,11:00:00,Nature,45.75
1522,Attr1522,City122,Attraction number 1522 in category Food,12:00:00,Food,46.5
1523,Attr1523,City123,Attraction number 1523 in category Tour,13:00:00,Tour,47.25
1524,Attr1524,City124,Attraction number 1524 in category Water,08:00:00,Water,48.0
1525,Attr1525,City125,Attraction number 1525 in category History,09:00:00,History,48.75
1526,Attr1526,City126,Attraction number 1526 in category Culture,10:00:00,Culture,49.5
1527,Attr1527,City127,Attraction number 1527 in category Adventure,11:00:00,Adventure,50.25
1528,Attr1528,City128,Attraction number 1528 in category Museum,12:00:00,Museum,51.0
1529,Attr1529,City129,Attraction number 1529 in category Nature,13:00:00,Nature,51.75
1530,Attr1530,City130,Attraction number 1530 in category Food,08:00:00,Food,52.5
1531,Attr1531,City131,Attraction number 1531 in category Tour,09:00:00,Tour,53.25
1532,Attr1532,City132,Attraction number 1532 in category Water,10:00:00,Water,54.0
1533,Attr1533,City133,Attraction number 1533 in category History,11:00:00,History,54.75
1534,Attr1534,City134,Attraction number 1534 in category Culture,12:00:00,Culture,55.5
1535,Attr1535,City135,Attraction number 1535 in category Adventure,13:00:00,Adventure,56.25
1536,Attr1536,City136,Attraction number 1536 in category Museum,08:00:00,Museum,57.0
1537,Attr1537,City137,Attraction number 1537 in category Nature,09:00:00,Nature,57.75
1538,Attr1538,City138,Attraction number 1538 in category Food,10:00:00,Food,58.5
1539,Attr1539,City139,Attraction number 1539 in category Tour,11:00:00,Tour,59.25
1540,Attr1540,City140,Attraction number 1540 in category Water,12:00:00,Water,60.0
1541,Attr1541,City141,Attraction number 1541 in category History,13:00:00,History,60.75
1542,Attr1542,City142,Attraction number 1542 in category Culture,08:00:00,Culture,61.5
1543,Attr1543,City143,Attraction number 1543 in category Adventure,09:00:00,Adventure,62.25
1544,Attr1544,City144,Attraction number 1544 in category Museum,10:00:00,Museum,63.0
1545,Attr1545,City145,Attraction number 1545 in category Nature,11:00:00,Nature,63.75
1546,Attr1546,City146,Attraction number 1546 in category Food,12:00:00,Food,64.5
1547,Attr1547,City147,Attraction number 1547 in category Tour,13:00:00,Tour,65.25
1548,Attr1548,City148,Attraction number 1548 in category Water,08:00:00,Water,66.0
1549,Attr1549,City149,Attraction number 1549 in category History,09:00:00,History,66.75
1550,Attr1550,City150,Attraction number 1550 in category Culture,10:00:00,Culture,67.5
1551,Attr1551,City151,Attraction number 1551 in category Adventure,11:00:00,Adventure,68.25
1552,Attr1552,City152,Attraction number 1552 in category Museum,12:00:00,Museum,69.0
1553,Attr1553,City153,Attraction number 1553 in category Nature,13:00:00,Nature,69.75
1554,Attr1554,City154,Attraction number 1554 in category Food,08:00:00,Food,70.5
1555,Attr1555,City155,Attraction number 1555 in category Tour,09:00:00,Tour,71.25
1556,Attr1556,City156,Attraction number 1556 in category Water,10:00:00,Water,72.0
1557,Attr1557,City157,Attraction number 1557 in category History,11:00:00,History,72.75
1558,Attr1558,City158,Attraction number 1558 in category Culture,12:00:00,Culture,73.5
1559,Attr1559,City159,Attraction number 1559 in category Adventure,13:00:00,Adventure,74.25
1560,Attr1560,City160,Attraction number 1560 in category Museum,08:00:00,Museum,75.0
1561,Attr1561,City161,Attraction number 1561 in category Nature,09:00:00,Nature,75.75
1562,Attr1562,City162,Attraction number 1562 in category Food,10:00:00,Food,76.5
1563,Attr1563,City163,Attraction number 1563 in category Tour,11:00:00,Tour,77.25
1564,Attr1564,City164,Attraction number 1564 in category Water,12:00:00,Water,78.0
1565,Attr1565,City165,Attraction number 1565 in category History,13:00:00,History,78.75
1566,Attr1566,City166,Attraction number 1566 in category Culture,08:00:00,Culture,79.5
1567,Attr1567,City167,Attraction number 1567 in category Adventure,09:00:00,Adventure,80.25
1568,Attr1568,City168,Attraction number 1568 in category Museum,10:00:00,Museum,81.0
1569,Attr1569,City169,Attraction number 1569 in category Nature,11:00:00,Nature,81.75
1570,Attr1570,City170,Attraction number 1570 in category Food,12:00:00,Food,82.5
1571,Attr1571,City171,Attraction number 1571 in category Tour,13:00:00,Tour,83.25
1572,Attr1572,City172,Attraction number 1572 in category Water,08:00:00,Water,84.0
1573,Attr1573,City173,Attraction number 1573 in category History,09:00:00,History,84.75
1574,Attr1574,City174,Attraction number 1574 in category Culture,10:00:00,Culture,85.5
1575,Attr1575,City175,Attraction number 1575 in category Adventure,11:00:00,Adventure,86.25
1576,Attr1576,City176,Attraction number 1576 in category Museum,12:00:00,Museum,87.0
1577,Attr1577,City177,Attraction number 1577 in category Nature,13:00:00,Nature,87.75
1578,Attr1578,City178,Attraction number 1578 in category Food,08:00:00,Food,88.5
1579,Attr1579,City179,Attraction number 1579 in category Tour,09:00:00,Tour,89.25
1580,Attr1580,City180,Attraction number 1580 in category Water,10:00:00,Water,90.0
1581,Attr1581,City181,Attraction number 1581 in category History,11:00:00,History,90.75
1582,Attr1582,City182,Attraction number 1582 in category Culture,12:00:00,Culture,91.5
1583,Attr1583,City183,Attraction number 1583 in category Adventure,13:00:00,Adventure,92.25
1584,Attr1584,City184,Attraction number 1584 in category Museum,08:00:00,Museum,93.0
1585,Attr1585,City185,Attraction number 1585 in category Nature,09:00:00,Nature,93.75
1586,Attr1586,City186,Attraction number 1586 in category Food,10:00:00,Food,94.5
1587,Attr1587,City187,Attraction number 1587 in category Tour,11:00:00,Tour,95.25
1588,Attr1588,City188,Attraction number 1588 in category Water,12:00:00,Water,96.0
1589,Attr1589,City189,Attraction number 1589 in category History,13:00:00,History,96.75
1590,Attr1590,City190,Attraction number 1590 in category Culture,08:00:00,Culture,97.5
1591,Attr1591,City191,Attraction number 1591 in category Adventure,09:00:00,Adventure,98.25
1592,Attr1592,City192,Attraction number 1592 in category Museum,10:00:00,Museum,99.0
1593,Attr1593,City193,Attraction number 1593 in category Nature,11:00:00,Nature,99.75
1594,Attr1594,City194,Attraction number 1594 in category Food,12:00:00,Food,100.5
1595,Attr1595,City195,Attraction number 1595 in category Tour,13:00:00,Tour,101.25
1596,Attr1596,City196,Attraction number 1596 in category Water,08:00:00,Water,102.0
1597,Attr1597,City197,Attraction number 1597 in category History,09:00:00,History,102.75
1598,Attr1598,City198,Attraction number 1598 in category Culture,10:00:00,Culture,103.5
1599,Attr1599,City199,Attraction number 1599 in category Adventure,11:00:00,Adventure,104.25
1600,Attr1600,City0,Attraction number 1600 in category Museum,12:00:00,Museum,105.0
1601,Attr1601,City1,Attraction number 1601 in category Nature,13:00:00,Nature,105.75
1602,Attr1602,City2,Attraction number 1602 in category Food,08:00:00,Food,106.5
1603,Attr1603,City3,Attraction number 1603 in category Tour,09:00:00,Tour,107.25
1604,Attr1604,City4,Attraction number 1604 in category Water,10:00:00,Water,108.0
1605,Attr1605,City5,Attraction number 1605 in category History,11:00:00,History,108.75
1606,Attr1606,City6,Attraction number 1606 in category Culture,12:00:00,Culture,109.5
1607,Attr1607,City7,Attraction number 1607 in category Adventure,13:00:00,Adventure,110.25
1608,Attr1608,City8,Attraction number 1608 in category Museum,08:00:00,Museum,111.0
1609,Attr1609,City9,Attraction number 1609 in category Nature,09:00:00,Nature,111.75
1610,Attr1610,City10,Attraction number 1610 in category Food,10:00:00,Food,112.5
1611,Attr1611,City11,Attraction number 1611 in category Tour,11:00:00,Tour,113.25
1612,Attr1612,City12,Attraction number 1612 in category Water,12:00:00,Water,114.0
1613,Attr1613,City13,Attraction number 1613 in category History,13:00:00,History,114.75
1614,Attr1614,City14,Attraction number 1614 in category Culture,08:00:00,Culture,115.5
1615,Attr1615,City15,Attraction number 1615 in category Adventure,09:00:00,Adventure,116.25
1616,Attr1616,City16,Attraction number 1616 in category Museum,10:00:00,Museum,117.0
1617,Attr1617,City17,Attraction number 1617 in category Nature,11:00:00,Nature,117.75
1618,Attr1618,City18,Attraction number 1618 in category Food,12:00:00,Food,118.5
1619,Attr1619,City19,Attraction number 1619 in category Tour,13:00:00,Tour,119.25
1620,Attr1620,City20,Attraction number 1620 in category Water,08:00:00,Water,120.0
1621,Attr1621,City21,Attraction number 1621 in category History,09:00:00,History,120.75
1622,Attr1622,City22,Attraction number 1622 in category Culture,10:00:00,Culture,121.5
1623,Attr1623,City23,Attraction number 1623 in category Adventure,11:00:00,Adventure,122.25
1624,Attr1624,City24,Attraction number 1624 in category Museum,12:00:00,Museum,123.0
1625,Attr1625,City25,Attraction number 1625 in category Nature,13:00:00,Nature,123.75
1626,Attr1626,City26,Attraction number 1626 in category Food,08:00:00,Food,124.5
1627,Attr1627,City27,Attraction number 1627 in category Tour,09:00:00,Tour,125.25
1628,Attr1628,City28,Attraction number 1628 in category Water,10:00:00,Water,126.0
1629,Attr1629,City29,Attraction number 1629 in category History,11:00:00,History,126.75
1630,Attr1630,City30,Attraction number 1630 in category Culture,12:00:00,Culture,127.5
1631,Attr1631,City31,Attraction number 1631 in category Adventure,13:00:00,Adventure,128.25
1632,Attr1632,City32,Attraction number 1632 in category Museum,08:00:00,Museum,129.0
1633,Attr1633,City33,Attraction number 1633 in category Nature,09:00:00,Nature,129.75
1634,Attr1634,City34,Attraction number 1634 in category Food,10:00:00,Food,130.5
1635,Attr1635,City35,Attraction number 1635 in category Tour,11:00:00,Tour,131.25
1636,Attr1636,City36,Attraction number 1636 in category Water,12:00:00,Water,132.0
1637,Attr1637,City37,Attraction number 1637 in category History,13:00:00,History,132.75
1638,Attr1638,City38,Attraction number 1638 in category Culture,08:00:00,Culture,133.5
1639,Attr1639,City39,Attraction number 1639 in category Adventure,09:00:00,Adventure,134.25
1640,Attr1640,City40,Attraction number 1640 in category Museum,10:00:00,Museum,135.0
1641,Attr1641,City41,Attraction number 1641 in category Nature,11:00:00,Nature,135.75
1642,Attr1642,City42,Attraction number 1642 in category Food,12:00:00,Food,136.5
1643,Attr1643,City43,Attraction number 1643 in category Tour,13:00:00,Tour,137.25
1644,Attr1644,City44,Attraction number 1644 in category Water,08:00:00,Water,138.0
1645,Attr1645,City45,Attraction number 1645 in category History,09:00:00,History,138.75
1646,Attr1646,City46,Attraction number 1646 in category Culture,10:00:00,Culture,139.5
1647,Attr1647,City47,Attraction number 1647 in category Adventure,11:00:00,Adventure,140.25
1648,Attr1648,City48,Attraction number 1648 in category Museum,12:00:00,Museum,141.0
1649,Attr1649,City49,Attraction number 1649 in category Nature,13:00:00,Nature,141.75
1650,Attr1650,City50,Attraction number 1650 in category Food,08:00:00,Food,142.5
1651,Attr1651,City51,Attraction number 1651 in category Tour,09:00:00,Tour,143.25
1652,Attr1652,City52,Attraction number 1652 in category Water,10:00:00,Water,144.0
1653,Attr1653,City53,Attraction number 1653 in category History,11:00:00,History,144.75
1654,Attr1654,City54,Attraction number 1654 in category Culture,12:00:00,Culture,145.5
1655,Attr1655,City55,Attraction number 1655 in category Adventure,13:00:00,Adventure,146.25
1656,Attr1656,City56,Attraction number 1656 in category Museum,08:00:00,Museum,147.0
1657,Attr1657,City57,Attraction number 1657 in category Nature,09:00:00,Nature,147.75
1658,Attr1658,City58,Attraction number 1658 in category Food,10:00:00,Food,148.5
1659,Attr1659,City59,Attraction number 1659 in category Tour,11:00:00,Tour,149.25
1660,Attr1660,City60,Attraction number 1660 in category Water,12:00:00,Water,150.0
1661,Attr1661,City61,Attraction number 1661 in category History,13:00:00,History,150.75
1662,Attr1662,City62,Attraction number 1662 in category Culture,08:00:00,Culture,151.5
1663,Attr1663,City63,Attraction number 1663 in category Adventure,09:00:00,Adventure,152.25
1664,Attr1664,City64,Attraction number 1664 in category Museum,10:00:00,Museum,153.0
1665,Attr1665,City65,Attraction number 1665 in category Nature,11:00:00,Nature,153.75
1666,Attr1666,City66,Attraction number 1666 in category Food,12:00:00,Food,154.5
1667,Attr1667,City67,Attraction number 1667 in category Tour,13:00:00,Tour,155.25
1668,Attr1668,City68,Attraction number 1668 in category Water,08:00:00,Water,156.0
1669,Attr1669,City69,Attraction number 1669 in category History,09:00:00,History,156.75
1670,Attr1670,City70,Attraction number 1670 in category Culture,10:00:00,Culture,157.5
1671,Attr1671,City71,Attraction number 1671 in category Adventure,11:00:00,Adventure,158.25
1672,Attr1672,City72,Attraction number 1672 in category Museum,12:00:00,Museum,159.0
1673,Attr1673,City73,Attraction number 1673 in category Nature,13:00:00,Nature,159.75
1674,Attr1674,City74,Attraction number 1674 in category Food,08:00:00,Food,160.5
1675,Attr1675,City75,Attraction number 1675 in category Tour,09:00:00,Tour,161.25
1676,Attr1676,City76,Attraction number 1676 in category Water,10:00:00,Water,162.0
1677,Attr1677,City77,Attraction number 1677 in category History,11:00:00,History,162.75
1678,Attr1678,City78,Attraction number 1678 in category Culture,12:00:00,Culture,163.5
1679,Attr1679,City79,Attraction number 1679 in category Adventure,13:00:00,Adventure,164.25
1680,Attr1680,City80,Attraction number 1680 in category Museum,08:00:00,Museum,165.0
1681,Attr1681,City81,Attraction number 1681 in category Nature,09:00:00,Nature,165.75
1682,Attr1682,City82,Attraction number 1682 in category Food,10:00:00,Food,166.5
1683,Attr1683,City83,Attraction number 1683 in category Tour,11:00:00,Tour,167.25
1684,Attr1684,City84,Attraction number 1684 in category Water,12:00:00,Water,168.0
1685,Attr1685,City85,Attraction number 1685 in category History,13:00:00,History,168.75
1686,Attr1686,City86,Attraction number 1686 in category Culture,08:00:00,Culture,169.5
1687,Attr1687,City87,Attraction number 1687 in category Adventure,09:00:00,Adventure,170.25
1688,Attr1688,City88,Attraction number 1688 in category Museum,10:00:00,Museum,171.0
1689,Attr1689,City89,Attraction number 1689 in category Nature,11:00:00,Nature,171.75
1690,Attr1690,City90,Attraction number 1690 in category Food,12:00:00,Food,172.5
1691,Attr1691,City91,Attraction number 1691 in category Tour,13:00:00,Tour,173.25
1692,Attr1692,City92,Attraction number 1692 in category Water,08:00:00,Water,174.0
1693,Attr1693,City93,Attraction number 1693 in category History,09:00:00,History,174.75
1694,Attr1694,City94,Attraction number 1694 in category Culture,10:00:00,Culture,175.5
1695,Attr1695,City95,Attraction number 1695 in category Adventure,11:00:00,Adventure,176.25
1696,Attr1696,City96,Attraction number 1696 in category Museum,12:00:00,Museum,177.0
1697,Attr1697,City97,Attraction number 1697 in category Nature,13:00:00,Nature,177.75
1698,Attr1698,City98,Attraction number 1698 in category Food,08:00:00,Food,178.5
1699,Attr1699,City99,Attraction number 1699 in category Tour,09:00:00,Tour,179.25
1700,Attr1700,City100,Attraction number 1700 in category Water,10:00:00,Water,180.0
1701,Attr1701,City101,Attraction number 1701 in category History,11:00:00,History,180.75
1702,Attr1702,City102,Attraction number 1702 in category Culture,12:00:00,Culture,181.5
1703,Attr1703,City103,Attraction number 1703 in category Adventure,13:00:00,Adventure,182.25
1704,Attr1704,City104,Attraction number 1704 in category Museum,08:00:00,Museum,183.0
1705,Attr1705,City105,Attraction number 1705 in category Nature,09:00:00,Nature,183.75
1706,Attr1706,City106,Attraction number 1706 in category Food,10:00:00,Food,184.5
1707,Attr1707,City107,Attraction number 1707 in category Tour,11:00:00,Tour,185.25
1708,Attr1708,City108,Attraction number 1708 in category Water,12:00:00,Water,186.0
1709,Attr1709,City109,Attraction number 1709 in category History,13:00:00,History,186.75
1710,Attr1710,City110,Attraction number 1710 in category Culture,08:00:00,Culture,187.5
1711,Attr1711,City111,Attraction number 1711 in category Adventure,09:00:00,Adventure,188.25
1712,Attr1712,City112,Attraction number 1712 in category Museum,10:00:00,Museum,189.0
1713,Attr1713,City113,Attraction number 1713 in category Nature,11:00:00,Nature,189.75
1714,Attr1714,City114,Attraction number 1714 in category Food,12:00:00,Food,190.5
1715,Attr1715,City115,Attraction number 1715 in category Tour,13:00:00,Tour,191.25
1716,Attr1716,City116,Attraction number 1716 in category Water,08:00:00,Water,192.0
1717,Attr1717,City117,Attraction number 1717 in category History,09:00:00,History,192.75
1718,Attr1718,City118,Attraction number 1718 in category Culture,10:00:00,Culture,193.5
1719,Attr1719,City119,Attraction number 1719 in category Adventure,11:00:00,Adventure,194.25
1720,Attr1720,City120,Attraction number 1720 in category Museum,12:00:00,Museum,195.0
1721,Attr1721,City121,Attraction number 1721 in category Nature,13:00:00,Nature,195.75
1722,Attr1722,City122,Attraction number 1722 in category Food,08:00:00,Food,196.5
1723,Attr1723,City123,Attraction number 1723 in category Tour,09:00:00,Tour,197.25
1724,Attr1724,City124,Attraction number 1724 in category Water,10:00:00,Water,198.0
1725,Attr1725,City125,Attraction number 1725 in category History,11:00:00,History,198.75
1726,Attr1726,City126,Attraction number 1726 in category Culture,12:00:00,Culture,199.5
1727,Attr1727,City127,Attraction number 1727 in category Adventure,13:00:00,Adventure,200.25
1728,Attr1728,City128,Attraction number 1728 in category Museum,08:00:00,Museum,201.0
1729,Attr1729,City129,Attraction number 1729 in category Nature,09:00:00,Nature,201.75
1730,Attr1730,City130,Attraction number 1730 in category Food,10:00:00,Food,202.5
1731,Attr1731,City131,Attraction number 1731 in category Tour,11:00:00,Tour,203.25
1732,Attr1732,City132,Attraction number 1732 in category Water,12:00:00,Water,204.0
1733,Attr1733,City133,Attraction number 1733 in category History,13:00:00,History,204.75
1734,Attr1734,City134,Attraction number 1734 in category Culture,08:00:00,Culture,205.5
1735,Attr1735,City135,Attraction number 1735 in category Adventure,09:00:00,Adventure,206.25
1736,Attr1736,City136,Attraction number 1736 in category Museum,10:00:00,Museum,207.0
1737,Attr1737,City137,Attraction number 1737 in category Nature,11:00:00,Nature,207.75
1738,Attr1738,City138,Attraction number 1738 in category Food,12:00:00,Food,208.5
1739,Attr1739,City139,Attraction number 1739 in category Tour,13:00:00,Tour,209.25
1740,Attr1740,City140,Attraction number 1740 in category Water,08:00:00,Water,210.0
1741,Attr1741,City141,Attraction number 1741 in category History,09:00:00,History,210.75
1742,Attr1742,City142,Attraction number 1742 in category Culture,10:00:00,Culture,211.5
1743,Attr1743,City143,Attraction number 1743 in category Adventure,11:00:00,Adventure,212.25
1744,Attr1744,City144,Attraction number 1744 in category Museum,12:00:00,Museum,213.0
1745,Attr1745,City145,Attraction number 1745 in category Nature,13:00:00,Nature,213.75
1746,Attr1746,City146,Attraction number 1746 in category Food,08:00:00,Food,214.5
1747,Attr1747,City147,Attraction number 1747 in category Tour,09:00:00,Tour,215.25
1748,Attr1748,City148,Attraction number 1748 in category Water,10:00:00,Water,216.0
1749,Attr1749,City149,Attraction number 1749 in category History,11:00:00,History,216.75
1750,Attr1750,City150,Attraction number 1750 in category Culture,12:00:00,Culture,217.5
1751,Attr1751,City151,Attraction number 1751 in category Adventure,13:00:00,Adventure,218.25
1752,Attr1752,City152,Attraction number 1752 in category Museum,08:00:00,Museum,219.0
1753,Attr1753,City153,Attraction number 1753 in category Nature,09:00:00,Nature,219.75
1754,Attr1754,City154,Attraction number 1754 in category Food,10:00:00,Food,220.5
1755,Attr1755,City155,Attraction number 1755 in category Tour,11:00:00,Tour,221.25
1756,Attr1756,City156,Attraction number 1756 in category Water,12:00:00,Water,222.0
1757,Attr1757,City157,Attraction number 1757 in category History,13:00:00,History,222.75
1758,Attr1758,City158,Attraction number 1758 in category Culture,08:00:00,Culture,223.5
1759,Attr1759,City159,Attraction number 1759 in category Adventure,09:00:00,Adventure,224.25
1760,Attr1760,City160,Attraction number 1760 in category Museum,10:00:00,Museum,225.0
1761,Attr1761,City161,Attraction number 1761 in category Nature,11:00:00,Nature,225.75
1762,Attr1762,City162,Attraction number 1762 in category Food,12:00:00,Food,226.5
1763,Attr1763,City163,Attraction number 1763 in category Tour,13:00:00,Tour,227.25
1764,Attr1764,City164,Attraction number 1764 in category Water,08:00:00,Water,228.0
1765,Attr1765,City165,Attraction number 1765 in category History,09:00:00,History,228.75
1766,Attr1766,City166,Attraction number 1766 in category Culture,10:00:00,Culture,229.5
1767,Attr1767,City167,Attraction number 1767 in category Adventure,11:00:00,Adventure,230.25
1768,Attr1768,City168,Attraction number 1768 in category Museum,12:00:00,Museum,231.0
1769,Attr1769,City169,Attraction number 1769 in category Nature,13:00:00,Nature,231.75
1770,Attr1770,City170,Attraction number 1770 in category Food,08:00:00,Food,232.5
1771,Attr1771,City171,Attraction number 1771 in category Tour,09:00:00,Tour,233.25
1772,Attr1772,City172,Attraction number 1772 in category Water,10:00:00,Water,234.0
1773,Attr1773,City173,Attraction number 1773 in category History,11:00:00,History,234.75
1774,Attr1774,City174,Attraction number 1774 in category Culture,12:00:00,Culture,235.5
1775,Attr1775,City175,Attraction number 1775 in category Adventure,13:00:00,Adventure,236.25
1776,Attr1776,City176,Attraction number 1776 in category Museum,08:00:00,Museum,237.0
1777,Attr1777,City177,Attraction number 1777 in category Nature,09:00:00,Nature,237.75
1778,Attr1778,City178,Attraction number 1778 in category Food,10:00:00,Food,238.5
1779,Attr1779,City179,Attraction number 1779 in category Tour,11:00:00,Tour,239.25
1780,Attr1780,City180,Attraction number 1780 in category Water,12:00:00,Water,240.0
1781,Attr1781,City181,Attraction number 1781 in category History,13:00:00,History,240.75
1782,Attr1782,City182,Attraction number 1782 in category Culture,08:00:00,Culture,241.5
1783,Attr1783,City183,Attraction number 1783 in category Adventure,09:00:00,Adventure,242.25
1784,Attr1784,City184,Attraction number 1784 in category Museum,10:00:00,Museum,243.0
1785,Attr1785,City185,Attraction number 1785 in category Nature,11:00:00,Nature,243.75
1786,Attr1786,City186,Attraction number 1786 in category Food,12:00:00,Food,244.5
1787,Attr1787,City187,Attraction number 1787 in category Tour,13:00:00,Tour,245.25
1788,Attr1788,City188,Attraction number 1788 in category Water,08:00:00,Water,246.0
1789,Attr1789,City189,Attraction number 1789 in category History,09:00:00,History,246.75
1790,Attr1790,City190,Attraction number 1790 in category Culture,10:00:00,Culture,247.5
1791,Attr1791,City191,Attraction number 1791 in category Adventure,11:00:00,Adventure,248.25
1792,Attr1792,City192,Attraction number 1792 in category Museum,12:00:00,Museum,249.0
1793,Attr1793,City193,Attraction number 1793 in category Nature,13:00:00,Nature,249.75
1794,Attr1794,City194,Attraction number 1794 in category Food,08:00:00,Food,250.5
1795,Attr1795,City195,Attraction number 1795 in category Tour,09:00:00,Tour,251.25
1796,Attr1796,City196,Attraction number 1796 in category Water,10:00:00,Water,252.0
1797,Attr1797,City197,Attraction number 1797 in category History,11:00:00,History,252.75
1798,Attr1798,City198,Attraction number 1798 in category Culture,12:00:00,Culture,253.5
1799,Attr1799,City199,Attraction number 1799 in category Adventure,13:00:00,Adventure,254.25
1800,Attr1800,City0,Attraction number 1800 in category Museum,08:00:00,Museum,30.0
1801,Attr1801,City1,Attraction number 1801 in category Nature,09:00:00,Nature,30.75
1802,Attr1802,City2,Attraction number 1802 in category Food,10:00:00,Food,31.5
1803,Attr1803,City3,Attraction number 1803 in category Tour,11:00:00,Tour,32.25
1804,Attr1804,City4,Attraction number 1804 in category Water,12:00:00,Water,33.0
1805,Attr1805,City5,Attraction number 1805 in category History,13:00:00,History,33.75
1806,Attr1806,City6,Attraction number 1806 in category Culture,08:00:00,Culture,34.5
1807,Attr1807,City7,Attraction number 1807 in category Adventure,09:00:00,Adventure,35.25
1808,Attr1808,City8,Attraction number 1808 in category Museum,10:00:00,Museum,36.0
1809,Attr1809,City9,Attraction number 1809 in category Nature,11:00:00,Nature,36.75
1810,Attr1810,City10,Attraction number 1810 in category Food,12:00:00,Food,37.5
1811,Attr1811,City11,Attraction number 1811 in category Tour,13:00:00,Tour,38.25
1812,Attr1812,City12,Attraction number 1812 in category Water,08:00:00,Water,39.0
1813,Attr1813,City13,Attraction number 1813 in category History,09:00:00,History,39.75
1814,Attr1814,City14,Attraction number 1814 in category Culture,10:00:00,Culture,40.5
1815,Attr1815,City15,Attraction number 1815 in category Adventure,11:00:00,Adventure,41.25
1816,Attr1816,City16,Attraction number 1816 in category Museum,12:00:00,Museum,42.0
1817,Attr1817,City17,Attraction number 1817 in category Nature,13:00:00,Nature,42.75
1818,Attr1818,City18,Attraction number 1818 in category Food,08:00:00,Food,43.5
1819,Attr1819,City19,Attraction number 1819 in category Tour,09:00:00,Tour,44.25
1820,Attr1820,City20,Attraction number 1820 in category Water,10:00:00,Water,45.0
1821,Attr1821,City21,Attraction number 1821 in category History,11:00:00,History,45.75
1822,Attr1822,City22,Attraction number 1822 in category Culture,12:00:00,Culture,46.5
1823,Attr1823,City23,Attraction number 1823 in category Adventure,13:00:00,Adventure,47.25
1824,Attr1824,City24,Attraction number 1824 in category Museum,08:00:00,Museum,48.0
1825,Attr1825,City25,Attraction number 1825 in category Nature,09:00:00,Nature,48.75
1826,Attr1826,City26,Attraction number 1826 in category Food,10:00:00,Food,49.5
1827,Attr1827,City27,Attraction number 1827 in category Tour,11:00:00,Tour,50.25
